team,player_name,section,fg_id,mlb_id
mets,Ronny Mauricio,Projected Bench,23698,677595
mets,Sean Manaea,Projected Starting Rotation,15873,640455
mets,Tobias Myers,Projected Bullpen,22191,668964
mets,Tyrone Taylor,Projected Bench,13675,621438
nationals,Andrés Chaparro,Projected Bench,21797,665953
nationals,Brad Lord,Projected Starting Rotation,31972,695418
nationals,Brady House,Starting Lineup,29993,691781
nationals,Cade Cavalli,Projected Starting Rotation,27473,676917
nationals,Cionel Pérez,Projected Bullpen,19614,672335
nationals,CJ Abrams,Starting Lineup,25768,682928
nationals,Clayton Beeter,Projected Bullpen,27494,690925
nationals,Cole Henry,Projected Bullpen,27570,669371
nationals,Daylen Lile,Starting Lineup,29995,695734
nationals,Drew Millas,Projected Bench,25643,686452
nationals,Dylan Crews,Starting Lineup,33541,686611
nationals,Foster Griffin,Projected Starting Rotation,16432,656492
nationals,Griff McGarry,Projected Bullpen,sa3017130,676046
nationals,Jackson Rutledge,Projected Bullpen,26215,671131
nationals,Jacob Young,Starting Lineup,29931,696285
nationals,Jake Irvin,Projected Starting Rotation,21504,663623
nationals,James Wood,Starting Lineup,29518,695578
nationals,Joey Wiemer,Projected Bench,27690,686894
nationals,José Tena,Projected Bench,23691,677588
nationals,Julian Fernández,Projected Bullpen,18341,642759
nationals,Keibert Ruiz,Starting Lineup,19610,660688
nationals,Luis García Jr.,Starting Lineup,20391,671277
nationals,Miles Mikolas,Projected Starting Rotation,9803,571945
nationals,Nasim Nuñez,Starting Lineup,25979,683083
nationals,PJ Poulin,Projected Bullpen,23394,676571
nationals,Richard Lovelady,Projected Bullpen,19337,663992
orioles,Adley Rutschman,Starting Lineup,26288,668939
orioles,Blaze Alexander,Starting Lineup,23789,677942
orioles,Chris Bassitt,Projected Starting Rotation,12304,605135
orioles,Coby Mayo,Starting Lineup,28312,691723
orioles,Colton Cowser,Starting Lineup,29591,681297
orioles,Dean Kremer,Projected Starting Rotation,19350,665152
orioles,Dietrich Enns,Projected Bullpen,13932,608650
orioles,Dylan Beavers,Starting Lineup,31695,687637
orioles,Grant Wolfram,Projected Bullpen,21623,
orioles,Gunnar Henderson,Starting Lineup,26289,683002
orioles,Jeremiah Jackson,Projected Bench,22239,669236
orioles,Keegan Akin,Projected Bullpen,19362,669211
orioles,Kyle Bradish,Projected Starting Rotation,24586,680694
orioles,Leody Taveras,Projected Bench,18900,665750
orioles,Pete Alonso,Starting Lineup,19251,624413
orioles,Rico Garcia,Projected Bullpen,20023,
orioles,Ryan Helsley,Projected Bullpen,18138,664854
orioles,Ryan Mountcastle,Projected Bench,18373,663624
orioles,Samuel Basallo,Starting Lineup,28824,694212
orioles,Shane Baz,Projected Starting Rotation,22264,669358
orioles,Taylor Ward,Starting Lineup,17548,621493
orioles,Trevor Rogers,Projected Starting Rotation,22286,669432
orioles,Tyler O'Neill,Projected Bench,15711,641933
orioles,Tyler Wells,Projected Bullpen,20000,669330
orioles,Yennier Cano,Projected Bullpen,25911,666974
orioles,Zach Eflin,Projected Starting Rotation,13774,621107
padres,Adrian Morejon,Projected Bullpen,20039,670970
padres,Bradgley Rodriguez,Projected Bullpen,29107,699134
padres,Bryce Johnson,Projected Bench,20002,669369
padres,David Morgan,Projected Bullpen,31616,688158
padres,Fernando Tatis Jr.,Starting Lineup,19709,665487
padres,Freddy Fermin,Starting Lineup,21840,666023
padres,Gavin Sheets,Starting Lineup,19901,657757
padres,Germán Márquez,Projected Starting Rotation,15038,608566
padres,Jackson Merrill,Starting Lineup,29490,701538
padres,Jake Cronenworth,Starting Lineup,18036,630105
padres,Jeremiah Estrada,Projected Bullpen,22210,669093
padres,Joe Musgrove,Projected Starting Rotation,12970,605397
padres,Luis Campusano,Projected Bench,22217,669134
padres,Manny Machado,Starting Lineup,11493,592518
padres,Mason Miller,Projected Bullpen,31757,695243
padres,Michael King,Projected Starting Rotation,19853,650633
padres,Miguel Andujar,Starting Lineup,15878,609280
padres,Nick Castellanos,Projected Bench,11737,592206
padres,Nick Pivetta,Projected Starting Rotation,15454,601713
padres,Ramón Laureano,Starting Lineup,17128,657656
padres,Randy Vásquez,Projected Starting Rotation,24719,681190
padres,Ron Marinaccio,Projected Bullpen,23488,676760
padres,Sung-Mun Song,Projected Bench,sa3012529,823550
padres,Wandy Peralta,Projected Bullpen,14295,593974
padres,Xander Bogaerts,Starting Lineup,12161,593428
padres,Yuki Matsui,Projected Bullpen,33826,673513
phillies,Aaron Nola,Projected Starting Rotation,16149,605400
phillies,Adolis García,Starting Lineup,19287,666969
phillies,Alec Bohm,Starting Lineup,21618,664761
phillies,Andrew Painter,Projected Starting Rotation,sa3017880,691725
phillies,Brad Keller,Projected Bullpen,15734,641745
phillies,Brandon Marsh,Starting Lineup,20202,669016
phillies,Bryce Harper,Starting Lineup,11579,547180
phillies,Bryson Stott,Starting Lineup,26294,681082
phillies,Cristopher Sánchez,Projected Starting Rotation,20778,650911
phillies,Dylan Moore,Projected Bench,18042,664238
phillies,Edmundo Sosa,Projected Bench,17022,624641
phillies,J.T. Realmuto,Starting Lineup,11739,592663
phillies,Jesús Luzardo,Projected Starting Rotation,19959,666200
phillies,Jhoan Duran,Projected Bullpen,21029,661395
phillies,Jonathan Bowlan,Projected Bullpen,24607,680742
phillies,José Alvarado,Projected Bullpen,17780,621237
phillies,Justin Crawford,Starting Lineup,sa3020240,702222
phillies,Kyle Backhus,Projected Bullpen,29615,679775
phillies,Kyle Schwarber,Starting Lineup,16478,656941
phillies,Orion Kerkering,Projected Bullpen,31776,689147
phillies,Otto Kemp,Projected Bench,31792,805249
phillies,Rafael Marchán,Projected Bench,21646,665561
phillies,Taijuan Walker,Projected Starting Rotation,11836,592836
phillies,Tanner Banks,Projected Bullpen,16990,621383
phillies,Trea Turner,Starting Lineup,16252,607208
phillies,Zach McCambley,Projected Bullpen,sa3014478,
pirates,Brandon Lowe,Starting Lineup,18882,664040
pirates,Braxton Ashcraft,Projected Starting Rotation,23793,677952
pirates,Bryan Reynolds,Starting Lineup,19326,668804
pirates,Bubba Chandler,Projected Starting Rotation,29868,696149
pirates,Carmen Mlodzinski,Projected Bullpen,27572,669387
pirates,Dennis Santana,Projected Bullpen,17878,642701
pirates,Evan Sisk,Projected Bullpen,24995,
pirates,Gregory Soto,Projected Bullpen,19677,642397
pirates,Henry Davis,Projected Bench,29617,680779
pirates,Isaac Mattson,Projected Bullpen,20385,676755
pirates,Jake Mangum,Projected Bench,26202,663968
pirates,Jared Triolo,Starting Lineup,25807,669707
pirates,Jhostynxon Garcia,Projected Bench,28142,691373
pirates,Joey Bart,Starting Lineup,21524,663698
pirates,José Urquidy,Projected Starting Rotation,18413,664353
pirates,Justin Lawrence,Projected Bullpen,17639,664875
pirates,Marcell Ozuna,Starting Lineup,10324,542303
pirates,Mason Montgomery,Projected Bullpen,29770,682254
pirates,Mitch Keller,Projected Starting Rotation,17594,656605
pirates,Nick Gonzales,Starting Lineup,27490,693304
pirates,Nick Yorke,Projected Bench,27504,694377
pirates,Oneil Cruz,Starting Lineup,21711,665833
pirates,Paul Skenes,Projected Starting Rotation,33677,694973
pirates,Ryan O'Hearn,Starting Lineup,16442,656811
pirates,Spencer Horwitz,Starting Lineup,26477,687462
pirates,Yohan Ramírez,Projected Bullpen,19444,670990
rangers,Andrew McCutchen,Projected Bench,9847,457705
rangers,Brandon Nimmo,Starting Lineup,12927,607043
rangers,Carter Baumler,Projected Bullpen,sa3014480,
rangers,Chris Martin,Projected Bullpen,11847,455119
rangers,Cole Winn,Projected Bullpen,22113,668390
rangers,Corey Seager,Starting Lineup,13624,608369
rangers,Danny Jansen,Starting Lineup,16535,643376
rangers,Evan Carter,Starting Lineup,27790,694497
rangers,Ezequiel Duran,Projected Bench,23733,677649
rangers,Jack Leiter,Projected Starting Rotation,30146,683004
rangers,Jacob deGrom,Projected Starting Rotation,10954,594798
rangers,Jacob Latz,Projected Starting Rotation,21306,656641
rangers,Jake Burger,Starting Lineup,22275,669394
rangers,Jakob Junis,Projected Bullpen,13619,596001
rangers,Joc Pederson,Starting Lineup,11899,592626
rangers,Josh Jung,Starting Lineup,26299,673962
rangers,Josh Sborz,Projected Bullpen,18323,622250
rangers,Josh Smith,Starting Lineup,26396,669701
rangers,Kyle Higashioka,Projected Bench,5517,543309
rangers,MacKenzie Gore,Projected Starting Rotation,22201,669022
rangers,Nathan Eovaldi,Projected Starting Rotation,9132,543135
rangers,Robert Garcia,Projected Bullpen,23363,676395
rangers,Ryan Brasier,Projected Bullpen,5615,518489
rangers,Sam Haggerty,Projected Bench,18054,664059
rangers,Tyler Alexander,Projected Bullpen,17735,641302
rangers,Wyatt Langford,Starting Lineup,33333,694671
rays,Ben Williamson,Projected Bench,33197,810938
rays,Bryan Baker,Projected Bullpen,19804,641329
rays,Cedric Mullins,Starting Lineup,17929,656775
rays,Chandler Simpson,Starting Lineup,31912,802415
rays,Cole Sulser,Projected Bullpen,15256,642121
rays,Drew Rasmussen,Projected Starting Rotation,25385,656876
rays,Garrett Cleavinger,Projected Bullpen,17897,664076
rays,Gavin Lux,Starting Lineup,19955,666158
rays,Griffin Jax,Projected Bullpen,20253,643377
rays,Hunter Bigge,Projected Bullpen,26259,685801
rays,Hunter Feduccia,Projected Bench,23372,676439
rays,Jake Fraley,Starting Lineup,19260,641584
rays,Jonathan Aranda,Starting Lineup,21837,666018
rays,Jonny DeLuca,Projected Bench,26365,676356
rays,Junior Caminero,Starting Lineup,28163,691406
rays,Kevin Kelly,Projected Bullpen,25679,687330
rays,Mason Englert,Projected Bullpen,22288,669438
rays,Nick Fortes,Starting Lineup,21538,663743
rays,Nick Martinez,Projected Starting Rotation,12730,607259
rays,Ryan Pepiot,Projected Starting Rotation,26221,686752
rays,Ryan Vilade,Projected Bench,22165,668723
rays,Shane McClanahan,Projected Starting Rotation,21483,663556
rays,Steven Matz,Projected Starting Rotation,13361,571927
rays,Taylor Walls,Starting Lineup,22458,670764
rays,Yandy Díaz,Starting Lineup,16578,650490
rays,Yoendrys Gómez,Projected Bullpen,22872,672782
red-sox,Andruw Monasterio,Projected Bench,19455,655316
red-sox,Aroldis Chapman,Projected Bullpen,10233,547973
red-sox,Brayan Bello,Projected Starting Rotation,23920,678394
red-sox,Caleb Durbin,Starting Lineup,29646,702332
red-sox,Carlos Narváez,Starting Lineup,19722,665966
red-sox,Ceddanne Rafaela,Starting Lineup,24262,678882
red-sox,Connor Wong,Projected Bench,19896,657136
red-sox,Garrett Crochet,Projected Starting Rotation,27463,676979
red-sox,Garrett Whitlock,Projected Bullpen,20191,676477
red-sox,Greg Weissert,Projected Bullpen,20375,669711
red-sox,Isiah Kiner-Falefa,Projected Bench,16512,643396
red-sox,Jarren Duran,Starting Lineup,24617,680776
red-sox,Johan Oviedo,Projected Starting Rotation,22487,670912
red-sox,Jovani Morán,Projected Bullpen,20422,663558
red-sox,Justin Slaten,Projected Bullpen,25648,686580
red-sox,Marcelo Mayer,Starting Lineup,29668,691785
red-sox,Masataka Yoshida,Projected Bench,31837,807799
red-sox,Ranger Suarez,Projected Starting Rotation,17277,624133
red-sox,Roman Anthony,Starting Lineup,31812,701350
red-sox,Ryan Watson,Projected Bullpen,sa3015070,
red-sox,Sonny Gray,Projected Starting Rotation,12768,543243
red-sox,Tayron Guerrero,Projected Bullpen,11691,594027
red-sox,Trevor Story,Starting Lineup,12564,596115
red-sox,Willson Contreras,Starting Lineup,11609,575929
red-sox,Wilyer Abreu,Starting Lineup,23772,677800
red-sox,Zack Kelly,Projected Bullpen,20349,677161
reds,Andrew Abbott,Projected Starting Rotation,29911,671096
reds,Brady Singer,Projected Starting Rotation,25377,663903
reds,Brock Burke,Projected Bullpen,17968,656271
reds,Caleb Ferguson,Projected Bullpen,19349,657571
reds,Chase Burns,Projected Starting Rotation,35333,695505
reds,Connor Phillips,Projected Bullpen,27649,683175
reds,Dane Myers,Projected Bench,22054,667472
reds,Elly De La Cruz,Starting Lineup,26668,682829
reds,Emilio Pagán,Projected Bullpen,14771,641941
reds,Eugenio Suárez,Starting Lineup,12552,553993
reds,Graham Ashcraft,Projected Bullpen,27552,668933
reds,JJ Bleday,Starting Lineup,26368,668709
reds,Jose Trevino,Projected Bench,16725,624431
reds,Ke'Bryan Hayes,Starting Lineup,18577,663647
reds,Matt McLain,Starting Lineup,29695,680574
reds,Nick Lodolo,Projected Starting Rotation,26378,666157
reds,Noelvi Marte,Starting Lineup,26517,682622
reds,Pierce Johnson,Projected Bullpen,13435,572955
reds,Rhett Lowder,Projected Starting Rotation,33876,695076
reds,Sal Stewart,Starting Lineup,31505,701398
reds,Sam Moll,Projected Bullpen,14874,594580
reds,Spencer Steer,Projected Bench,26323,668715
reds,TJ Friedl,Starting Lineup,19522,670770
reds,Tony Santillan,Projected Bullpen,19926,663574
reds,Tyler Stephenson,Starting Lineup,17988,663886
reds,Will Benson,Projected Bench,21853,666181
rockies,Antonio Senzatela,Projected Bullpen,15488,622608
rockies,Blaine Crim,Projected Bench,25714,688760
rockies,Braxton Fulford,Projected Bench,29704,690924
rockies,Brennan Bernardino,Projected Bullpen,16835,657514
rockies,Brenton Doyle,Starting Lineup,25479,686668
rockies,Chase Dollander,Projected Starting Rotation,33482,801403
rockies,Edouard Julien,Starting Lineup,27534,666397
rockies,Ezequiel Tovar,Starting Lineup,24064,678662
rockies,Hunter Goodman,Starting Lineup,29715,696100
rockies,Jake McCarthy,Starting Lineup,21622,664983
rockies,Jimmy Herget,Projected Bullpen,17556,623474
rockies,John Brebbia,Projected Bullpen,12777,605154
rockies,Jordan Beck,Starting Lineup,31431,687597
rockies,Jose Quintana,Projected Starting Rotation,11423,500779
rockies,Juan Mejia,Projected Bullpen,23237,675848
rockies,Keegan Thompson,Projected Bullpen,19795,624522
rockies,Kyle Freeland,Projected Starting Rotation,16256,607536
rockies,Michael Lorenzen,Projected Starting Rotation,14843,547179
rockies,Mickey Moniak,Starting Lineup,19956,666160
rockies,Ryan Ritter,Projected Bench,31500,690022
rockies,Tomoyuki Sugano,Projected Starting Rotation,35321,608372
rockies,Troy Johnston,Starting Lineup,26143,687859
rockies,Tyler Freeman,Projected Bench,22532,671289
rockies,Victor Vodnik,Projected Bullpen,24614,680767
rockies,Willi Castro,Starting Lineup,17338,650489
rockies,Zach Agnos,Projected Bullpen,31552,688642
royals,Alex Lange,Projected Bullpen,19883,656638
royals,Bailey Falter,Projected Bullpen,20070,663559
royals,Bobby Witt Jr.,Starting Lineup,25764,677951
royals,Carlos Estévez,Projected Bullpen,14542,608032
royals,Carter Jensen,Starting Lineup,29478,695600
royals,Cole Ragans,Projected Starting Rotation,21846,666142
royals,Daniel Lynch IV,Projected Bullpen,21537,663738
royals,Isaac Collins,Starting Lineup,25477,686555
royals,Jac Caglianone,Starting Lineup,35041,695506
royals,John Schreiber,Projected Bullpen,20020,670167
royals,Jonathan India,Starting Lineup,21523,663697
royals,Kris Bubic,Projected Starting Rotation,21455,663460
royals,Kyle Isbel,Starting Lineup,21614,664728
royals,Lane Thomas,Projected Bench,16939,657041
royals,Lucas Erceg,Projected Bullpen,19360,668674
royals,Maikel Garcia,Starting Lineup,22715,672580
royals,Matt Strahm,Projected Bullpen,13799,621381
royals,Michael Massey,Projected Bench,27684,686681
royals,Michael Wacha,Projected Starting Rotation,14078,608379
royals,Nick Mears,Projected Bullpen,25376,683232
royals,Noah Cameron,Projected Starting Rotation,30184,702070
royals,Salvador Perez,Starting Lineup,7304,521692
royals,Seth Lugo,Projected Starting Rotation,12447,607625
royals,Starling Marte,Projected Bench,9241,516782
royals,Tyler Tolbert,Projected Bench,25779,686475
royals,Vinnie Pasquantino,Starting Lineup,27676,686469
tigers,Brant Hurter,Projected Bullpen,30133,676428
tigers,Brenan Hanifee,Projected Bullpen,22304,669724
tigers,Casey Mize,Projected Starting Rotation,20492,663554
tigers,Colt Keith,Starting Lineup,27899,690993
tigers,Dillon Dingler,Starting Lineup,27464,693307
tigers,Drew Anderson,Projected Bullpen,15130,623454
tigers,Framber Valdez,Projected Starting Rotation,17295,664285
tigers,Gleyber Torres,Starting Lineup,16997,650402
tigers,Jack Flaherty,Projected Starting Rotation,17479,656427
tigers,Jahmai Jones,Projected Bench,18872,663330
tigers,Jake Rogers,Projected Bench,19452,668670
tigers,Javier Báez,Projected Bench,12979,595879
tigers,Justin Verlander,Projected Starting Rotation,8700,434378
tigers,Kenley Jansen,Projected Bullpen,3096,445276
tigers,Kerry Carpenter,Starting Lineup,25961,681481
tigers,Kevin McGonigle,Starting Lineup,sa3022895,805808
tigers,Kyle Finnegan,Projected Bullpen,15009,640448
tigers,Matt Vierling,Projected Bench,21558,663837
tigers,Riley Greene,Starting Lineup,25976,682985
tigers,Sean Guenther,Projected Bullpen,20045,
tigers,Spencer Torkelson,Starting Lineup,27465,679529
tigers,Tarik Skubal,Projected Starting Rotation,22267,669373
tigers,Tyler Holton,Projected Bullpen,26231,663947
tigers,Wenceel Pérez,Starting Lineup,22857,672761
tigers,Will Vest,Projected Bullpen,19769,676684
tigers,Zach McKinstry,Starting Lineup,19392,656716
twins,Andrew Chafin,Projected Bullpen,12988,605177
twins,Anthony Banda,Projected Bullpen,14706,607455
twins,Austin Martin,Projected Bench,27462,668885
twins,Bailey Ober,Projected Starting Rotation,21224,641927
twins,Brooks Lee,Starting Lineup,31595,686797
twins,Byron Buxton,Starting Lineup,14161,621439
twins,Cole Sands,Projected Bullpen,21461,663485
twins,Eric Orze,Projected Bullpen,27626,679358
twins,James Outman,Projected Bench,24770,681546
twins,Joe Ryan,Projected Starting Rotation,21390,657746
twins,Josh Bell,Starting Lineup,13145,605137
twins,Justin Topa,Projected Bullpen,15145,623437
twins,Kody Clemens,Projected Bench,20572,665019
twins,Kody Funderburk,Projected Bullpen,24993,681892
twins,Luke Keaschall,Starting Lineup,33321,807712
twins,Matt Wallner,Starting Lineup,26466,670242
twins,Mick Abel,Projected Starting Rotation,27756,690953
twins,Royce Lewis,Starting Lineup,20437,668904
twins,Ryan Jeffers,Starting Lineup,24618,680777
twins,Ryan Kreidler,Projected Bench,25867,668952
twins,Simeon Woods Richardson,Projected Starting Rotation,24494,680573
twins,Taj Bradley,Projected Starting Rotation,22543,671737
twins,Taylor Rogers,Projected Bullpen,13449,573124
twins,Travis Adams,Projected Bullpen,30180,
twins,Trevor Larnach,Starting Lineup,21501,663616
twins,Victor Caratini,Starting Lineup,14968,605170
white-sox,Alexander Alberto,Projected Bullpen,sa3015986,
white-sox,Andrew Benintendi,Starting Lineup,17901,643217
white-sox,Anthony Kay,Projected Starting Rotation,20387,641743
white-sox,Austin Hays,Starting Lineup,19363,669720
white-sox,Brandon Eisert,Projected Bullpen,27668,
white-sox,Brooks Baldwin,Starting Lineup,31394,681460
white-sox,Chase Meidroth,Starting Lineup,31580,805367
white-sox,Colson Montgomery,Starting Lineup,29712,695657
white-sox,Davis Martin,Projected Starting Rotation,21448,663436
white-sox,Edgar Quero,Starting Lineup,28022,700337
white-sox,Erick Fedde,Projected Starting Rotation,17425,607200
white-sox,Everson Pereira,Projected Bench,23695,677592
white-sox,Grant Taylor,Projected Bullpen,33927,691799
white-sox,Jordan Hicks,Projected Bullpen,19618,663855
white-sox,Jordan Leasure,Projected Bullpen,29950,673929
white-sox,Korey Lee,Projected Bench,25543,686676
white-sox,Kyle Teel,Starting Lineup,33549,691019
white-sox,Lenyn Sosa,Projected Bench,22896,672820
white-sox,Luisangel Acuña,Projected Bench,26548,682668
white-sox,Miguel Vargas,Starting Lineup,20178,678246
white-sox,Mike Vasil,Projected Bullpen,30105,678024
white-sox,Munetaka Murakami,Starting Lineup,sa3063258,808959
white-sox,Sean Burke,Projected Starting Rotation,29878,680732
white-sox,Sean Newcomb,Projected Bullpen,16943,656794
white-sox,Seranthony Domínguez,Projected Bullpen,19249,622554
white-sox,Shane Smith,Projected Starting Rotation,31687,681343
yankees,Aaron Judge,Starting Lineup,15640,592450
yankees,Amed Rosario,Projected Bench,15518,642708
yankees,Austin Wells,Starting Lineup,27562,669224
yankees,Ben Rice,Starting Lineup,29576,700250
yankees,Cade Winquest,Projected Bullpen,sa3020805,
yankees,Cam Schlittler,Projected Starting Rotation,32095,693645
yankees,Camilo Doval,Projected Bullpen,21992,666808
yankees,Cody Bellinger,Starting Lineup,15998,641355
yankees,David Bednar,Projected Bullpen,19569,670280
yankees,Fernando Cruz,Projected Bullpen,7048,518585
yankees,Giancarlo Stanton,Starting Lineup,4949,519317
yankees,J.C. Escarra,Projected Bench,20084,641555
yankees,Jake Bird,Projected Bullpen,21267,656234
yankees,Jazz Chisholm Jr.,Starting Lineup,20454,665862
yankees,José Caballero,Starting Lineup,23401,676609
yankees,Luis Gil,Projected Starting Rotation,21052,661563
yankees,Max Fried,Projected Starting Rotation,13743,608331
yankees,Paul Blackburn,Projected Bullpen,14739,621112
yankees,Paul Goldschmidt,Projected Bench,9218,502671
yankees,Randal Grichuk,Projected Bench,10243,545341
yankees,Ryan McMahon,Starting Lineup,15112,641857
yankees,Ryan Weathers,Projected Starting Rotation,23796,677960
yankees,Ryan Yarbrough,Projected Bullpen,16502,642232
yankees,Tim Hill,Projected Bullpen,16814,657612
yankees,Trent Grisham,Starting Lineup,18564,663757
yankees,Will Warren,Projected Starting Rotation,30182,701542
